Ibge,Asma,Diabetes,DPOC,Hipertensão arterial,Obesidade,Tabagismo,Usuário de álcool,Saúde mental,D.Transmissíveis - Hanseníase,D.Transmissíveis - Tuberculose,Rast. câncer de mama,Rast. câncer do colo do útero,ano,referencia,população
421227,1,37,5,153,22,9,8,240,1,0,10,32,2018,201804,4186
421635,0,19,4,46,1,0,1,87,0,0,23,63,2018,201804,3707
420150,7,4,0,52,8,0,1,24,0,0,0,0,2018,201804,8587
420775,1,5,4,10,4,1,2,129,0,0,0,1,2018,201804,4015
420285,0,34,10,90,54,23,1,97,0,0,0,2,2018,201804,3718
421825,0,0,0,0,0,0,0,40,0,0,0,0,2018,201804,7812
421070,5,27,4,40,0,1,1,21,0,0,2,2,2018,201804,2560
421650,23,62,14,175,11,10,6,205,1,0,1,5,2018,201804,26763
420710,1,15,2,40,23,5,1,139,0,0,4,8,2018,201804,14005
420515,4,40,2,97,21,5,1,360,0,0,0,0,2018,201804,4013
421690,13,130,14,391,59,24,2,666,0,0,89,277,2018,201804,23857
421560,0,25,1,27,12,2,1,26,0,0,0,0,2018,201804,2137
421880,2,38,0,92,4,19,0,65,0,0,8,2,2018,201804,12806
421575,1,31,0,80,24,0,0,49,0,0,0,0,2018,201804,2386
420215,1,5,4,16,0,4,0,30,0,0,0,20,2018,201804,2703
420820,140,1182,111,2622,841,253,70,2237,0,30,701,909,2018,201804,215895
420370,4,40,17,103,10,20,3,46,0,1,1,2,2018,201804,12080
421740,44,50,16,131,84,19,3,268,0,0,4,28,2018,201804,20728
421140,3,37,4,95,8,4,1,102,0,0,1,1,2018,201804,4945
420455,16,78,4,168,37,14,5,191,0,0,0,0,2018,201804,13040
421470,5,51,7,145,41,25,8,87,0,0,63,71,2018,201804,11542
420590,22,178,9,427,101,44,4,257,1,3,0,1,2018,201804,68465
421550,10,62,1,132,1,0,2,96,0,0,10,18,2018,201804,16741
420620,53,34,17,17,4,7,0,260,0,0,1,29,2018,201804,11423
420630,7,153,22,389,101,21,8,385,0,9,57,63,2018,201804,23272
420195,8,103,7,191,60,22,4,98,0,0,39,58,2018,201804,12705
421885,0,6,1,27,4,1,0,59,0,0,0,1,2018,201804,2517
421555,0,1,2,8,0,2,1,49,0,0,3,1,2018,201804,2247
420020,23,51,15,236,10,3,0,287,0,1,0,0,2018,201804,10711
420940,22,58,13,144,39,2,8,113,0,0,16,42,2018,201804,45500
420500,1,24,2,52,50,33,2,60,0,1,21,25,2018,201804,15450
421568,5,19,11,59,12,12,10,94,0,1,17,3,2018,201804,2484
420510,1,0,0,3,2,3,0,8,0,0,0,1,2018,201804,4105
420810,25,114,21,424,63,16,4,448,1,1,2,1,2018,201804,21556
421480,13,90,2,70,12,11,13,63,0,0,9,194,2018,201804,70100
420315,8,6,3,37,9,1,1,72,0,0,0,1,2018,201804,3357
420300,41,262,49,819,72,49,1,372,1,0,50,97,2018,201804,77863
420517,0,12,2,4,0,0,0,30,0,0,0,14,2018,201804,3189
421670,5,24,1,128,24,2,4,61,1,0,10,32,2018,201804,13838
421875,12,34,5,106,30,2,10,203,0,0,0,0,2018,201804,4561
421535,2,27,4,47,33,9,2,71,0,0,0,0,2018,201804,3808
420895,4,7,3,6,2,0,0,68,0,0,1,0,2018,201804,1595
421620,3,108,2,326,5,6,5,212,0,0,1,33,2018,201804,51677
421605,3,51,6,187,9,0,0,182,0,31,0,0,2018,201804,5499
421940,1,21,0,40,22,2,0,368,0,0,6,30,2018,201804,3932
420260,16,77,3,196,12,12,3,111,0,0,0,0,2018,201804,9870
420660,19,8,3,50,1,0,0,62,0,0,6,0,2018,201804,5141
420870,2,24,0,36,2,0,0,80,0,0,2,0,2018,201804,10457
421860,8,42,17,140,22,12,3,130,0,0,0,15,2018,201804,7284
421410,4,20,2,70,4,3,0,246,0,0,0,0,2018,201804,2290
420550,59,391,59,672,272,73,24,986,1,1,83,258,2018,201804,36299
421770,40,139,12,319,41,9,2,526,0,1,42,196,2018,201804,30010
421580,74,581,64,1404,209,33,22,467,0,0,282,372,2018,201804,83576
421280,17,143,10,424,16,9,13,268,1,0,16,171,2018,201804,22511
421660,153,954,77,1567,223,130,25,1533,1,3,105,289,2018,201804,242927
421250,10,100,7,188,30,3,3,274,0,0,13,9,2018,201804,31764
420325,14,19,0,44,1,4,1,39,0,0,0,0,2018,201804,2556
421755,1,10,0,5,3,0,0,45,0,0,0,0,2018,201804,3270
420985,0,1,0,15,12,0,0,82,0,0,10,10,2018,201804,4580
420560,1,6,2,10,40,0,0,33,0,0,0,11,2018,201804,2956
420665,2,5,0,6,1,0,2,91,0,0,1,1,2018,201804,4710
421380,8,24,3,69,2,3,3,209,0,0,5,5,2018,201804,7326
421130,29,177,23,397,24,4,3,756,2,3,9,262,2018,201804,79285
421530,9,91,15,283,222,234,23,334,0,4,59,168,2018,201804,7626
421080,25,42,4,119,42,2,2,148,0,2,17,22,2018,201804,7028
421750,0,2,0,1,14,0,0,57,0,0,0,0,2018,201804,17506
421510,10,37,8,186,6,2,3,76,0,1,4,37,2018,201804,11502
421460,9,63,10,215,55,4,4,207,0,0,0,17,2018,201804,7456
420030,1,0,0,0,0,0,1,52,0,0,0,0,2018,201804,5385
421935,0,20,8,100,20,5,1,110,0,0,1,2,2018,201804,5014
421450,7,29,5,90,6,2,2,117,0,0,1,0,2018,201804,5979
420530,5,157,27,515,38,6,8,760,4,1,77,193,2018,201804,10686
421680,26,23,7,149,1,7,1,82,0,0,2,0,2018,201804,8421
420840,14,25,2,101,2,3,9,420,1,0,126,114,2018,201804,16736
420845,3,78,3,232,79,6,3,106,0,5,54,120,2018,201804,19963
421890,11,66,14,201,97,6,2,136,0,4,3,14,2018,201804,11195
420417,0,0,0,0,0,0,0,68,0,0,0,0,2018,201804,3181
421390,0,0,0,0,0,0,0,1,0,0,0,0,2018,201804,1590
421570,15,79,21,133,20,1,7,140,0,0,0,0,2018,201804,22905
420480,70,294,71,817,206,139,15,620,0,7,44,164,2018,201804,39595
421225,19,35,4,73,10,0,4,130,0,0,1,34,2018,201804,8594
420170,1,29,8,123,17,1,1,256,0,0,0,0,2018,201804,7889
420205,1,62,0,140,3,0,0,22,0,0,0,0,2018,201804,10550
421190,128,748,89,1566,395,210,35,2192,0,15,384,489,2018,201804,168259
420140,77,399,33,960,230,45,11,1253,0,1,51,54,2018,201804,67578
420430,39,154,17,472,40,5,6,247,0,0,18,1,2018,201804,74106
421910,4,30,12,165,1,31,4,405,0,0,0,19,2018,201804,3575
420207,1,41,3,64,6,8,3,93,0,0,0,0,2018,201804,10692
421840,0,29,0,7,0,2,0,97,0,0,18,28,2018,201804,7070
421340,12,39,14,128,26,42,1,235,0,1,15,49,2018,201804,11552
420070,0,17,4,31,2,10,2,97,0,0,0,0,2018,201804,9984
421335,0,10,2,25,2,0,0,23,0,0,0,51,2018,201804,3408
420535,2,28,4,60,20,10,9,60,0,0,1,0,2018,201804,1586
420920,2,0,0,0,0,1,2,9,0,0,0,0,2018,201804,2245
421187,0,1,0,0,1,0,0,41,0,0,0,0,2018,201804,1537
421545,2,20,0,174,4,4,0,448,0,0,9,8,2018,201804,12446
421900,36,141,16,370,109,72,4,490,0,0,105,160,2018,201804,21190
420380,88,272,32,870,69,59,22,500,1,0,14,12,2018,201804,54319
421330,4,11,2,33,6,3,0,74,0,0,0,0,2018,201804,4714
420435,1,0,0,0,0,0,0,4,0,0,0,0,2018,201804,4385
420190,0,3,1,21,0,1,0,77,0,0,0,0,2018,201804,5676
421725,7,8,1,19,2,0,0,38,0,0,0,0,2018,201804,5709
421175,14,64,29,220,5,1,0,260,0,0,0,0,2018,201804,18510
421350,33,182,20,312,44,9,8,478,3,4,12,53,2018,201804,20834
421810,24,59,9,183,49,37,6,304,0,0,2,0,2018,201804,5354
421640,1,25,1,73,39,11,0,60,0,1,10,0,2018,201804,7280
420120,15,76,2,149,17,4,11,175,0,0,1,0,2018,201804,8411
420130,14,156,7,293,77,23,5,227,0,12,55,75,2018,201804,36710
420240,150,1039,57,1596,409,256,207,1353,1,212,328,505,2018,201804,352460
420460,222,933,133,2361,305,90,14,3046,0,23,193,1493,2018,201804,213023
420970,0,11,0,30,1,1,0,101,0,0,21,20,2018,201804,12099
421710,0,0,0,0,0,0,0,4,0,0,48,53,2018,201804,3189
421920,4,23,10,95,1,0,1,153,0,0,0,0,2018,201804,6347
420750,32,220,20,605,108,34,8,1052,0,1,9,22,2018,201804,67923
421569,3,0,0,5,5,1,0,32,0,0,6,5,2018,201804,1286
421110,3,26,1,50,3,0,2,32,0,0,0,0,2018,201804,8280
421170,40,106,25,151,32,54,5,152,1,8,7,3,2018,201804,22785
421800,3,58,4,167,3,21,0,511,0,5,15,38,2018,201804,37645
420540,143,662,76,1702,85,50,18,1632,1,65,75,116,2018,201804,492977
420165,9,25,8,139,50,4,14,195,0,0,5,75,2018,201804,2246
421003,31,41,10,212,19,13,10,380,0,5,18,61,2018,201804,5686
421715,6,14,0,32,5,3,7,41,0,0,0,0,2018,201804,1833
421100,84,62,25,185,10,1,0,327,0,0,2,15,2018,201804,11592
420320,24,215,33,568,67,24,8,377,0,1,25,62,2018,201804,80834
421565,2,25,0,59,3,2,0,53,0,0,0,0,2018,201804,8338
421775,1,56,16,99,45,9,2,88,0,0,0,1,2018,201804,2500
420690,7,160,5,380,66,15,8,180,0,0,27,36,2018,201804,18802
420917,1,32,6,78,35,2,0,118,0,1,1,26,2018,201804,2110
420770,4,13,2,27,28,0,0,161,0,0,11,9,2018,201804,7565
421850,0,0,0,1,0,0,0,84,0,0,0,0,2018,201804,7687
420860,1,2,1,4,3,0,0,19,0,0,0,7,2018,201804,3955
421200,11,27,9,91,8,11,13,88,1,0,3,0,2018,201804,7475
421315,2,7,0,22,20,0,2,20,0,0,0,0,2018,201804,2850
421830,40,314,50,784,73,50,11,527,2,0,2,0,2018,201804,19183
420650,9,91,12,237,30,18,8,190,0,0,26,33,2018,201804,43822
421760,22,74,14,170,79,9,3,189,0,1,2,2,2018,201804,13920
420090,4,47,6,177,21,6,2,104,0,0,17,36,2018,201804,4860
421415,0,4,5,11,11,2,2,14,0,0,8,4,2018,201804,2911
421500,55,271,30,787,90,21,2,409,0,0,2,327,2018,201804,42106
420425,100,484,68,1060,110,12,0,1582,0,42,114,318,2018,201804,16544
420230,143,670,110,1375,404,65,28,1186,7,10,3,7,2018,201804,67458
421960,3,37,4,57,38,6,2,72,0,0,9,0,2018,201804,3963
421010,46,390,28,1300,208,74,11,1127,0,2,193,247,2018,201804,56017
420490,23,104,33,356,36,7,5,137,0,0,63,75,2018,201804,8308
421870,132,679,78,1409,273,92,26,3029,0,3,201,180,2018,201804,104937
420520,0,22,2,25,12,1,5,63,0,0,0,5,2018,201804,4407
421310,2,7,2,35,8,0,1,40,0,0,6,9,2018,201804,3965
420600,15,41,0,64,17,1,4,221,0,1,18,44,2018,201804,14333
420040,10,4,1,22,0,0,2,114,0,0,0,0,2018,201804,7138
420180,2,13,2,54,27,2,1,90,1,1,21,26,2018,201804,3226
421205,4,23,0,82,8,10,1,50,1,0,3,0,2018,201804,2603
421005,0,3,0,7,8,3,2,65,2,0,5,0,2018,201804,1784
420257,0,5,0,0,0,0,0,2,0,0,0,4,2018,201804,2146
421270,2,75,7,260,25,2,0,411,0,0,24,25,2018,201804,5971
420900,15,87,16,146,4,3,6,362,0,0,1,7,2018,201804,29827
420110,4,30,1,115,16,5,0,238,0,0,0,0,2018,201804,3236
421440,0,0,0,0,0,0,2,48,0,0,0,0,2018,201804,6208
421630,14,130,14,355,63,15,2,494,0,3,7,6,2018,201804,36244
421210,36,39,6,110,4,23,2,174,0,0,1,2,2018,201804,16182
420213,0,2,1,7,1,0,1,13,0,0,0,0,2018,201804,6311
421120,26,120,10,219,82,33,5,601,0,1,65,113,2018,201804,17642
421780,8,121,7,244,22,4,19,709,0,0,47,139,2018,201804,18302
421567,0,2,0,6,0,0,0,1,0,0,7,5,2018,201804,8801
420280,16,76,8,219,10,3,2,917,1,3,48,68,2018,201804,33016
420910,338,3911,141,5881,888,314,90,5502,4,21,1946,3776,2018,201804,583144
420287,1,7,0,23,0,1,17,99,0,0,0,0,2018,201804,2473
420450,10,103,5,269,52,14,1,88,0,0,34,34,2018,201804,15709
421040,20,38,1,102,4,2,1,70,0,2,0,98,2018,201804,7207
420980,8,10,0,17,14,6,1,110,0,0,0,0,2018,201804,3083
420757,3,15,2,26,4,1,1,10,0,0,0,0,2018,201804,2927
420253,2,5,0,21,1,15,4,116,0,0,6,25,2018,201804,2961
421400,1,14,2,39,8,3,4,142,0,0,9,6,2018,201804,17215
421507,1,3,4,6,2,0,1,42,0,0,0,0,2018,201804,4636
421720,20,73,17,220,94,12,3,409,0,0,3,5,2018,201805,40090
421260,22,17,9,42,23,11,6,113,0,0,1,0,2018,201805,2814
420270,3,23,8,41,13,0,0,41,0,0,0,25,2018,201805,5169
421820,46,200,38,491,61,37,2,814,0,0,9,29,2018,201805,43484
420543,0,42,3,237,2,4,1,103,0,0,0,6,2018,201805,2525
420945,3,14,0,55,33,0,0,77,0,0,0,0,2018,201805,1437
420127,3,16,2,44,18,0,2,37,0,0,0,2,2018,201805,4266
421590,10,4,4,5,0,0,0,49,0,0,0,0,2018,201805,2862
420210,22,174,10,357,57,38,3,221,0,1,9,28,2018,201805,28463
421950,38,296,32,804,301,54,20,2034,0,2,18,40,2018,201805,50309
421917,1,22,2,103,12,8,0,168,0,0,7,7,2018,201805,4534
421090,17,16,2,60,11,0,0,161,0,0,3,13,2018,201805,4200
421505,0,2,1,6,1,1,0,4,0,0,0,0,2018,201805,2482
420125,15,50,0,92,57,16,6,119,0,0,3,7,2018,201805,10636
421600,7,48,7,176,11,3,2,131,0,0,3,21,2018,201805,11191
421540,16,24,3,41,4,0,3,74,0,0,0,0,2018,201805,4680
421420,46,146,15,510,106,40,14,486,0,1,295,413,2018,201805,9946
420100,9,8,1,23,0,1,4,74,0,0,0,0,2018,201805,7313
420580,1,25,1,46,13,5,1,18,0,0,0,16,2018,201805,17800
421185,3,8,5,50,0,4,3,60,0,0,7,13,2018,201805,2227
421220,15,89,10,359,17,9,4,156,0,0,0,1,2018,201805,19218
420350,20,67,8,180,50,27,3,341,0,1,5,40,2018,201805,8636
421520,2,9,7,15,1,0,1,13,0,0,1,0,2018,201805,4890
420310,11,52,7,137,2,11,8,218,0,1,0,1,2018,201805,6167
420740,3,15,2,63,3,2,0,117,0,0,0,0,2018,201805,6153
420519,0,0,0,1,1,6,5,72,0,0,2,2,2018,201805,2066
420005,5,2,8,16,0,0,1,26,0,0,0,0,2018,201805,2577
421000,7,50,7,144,134,2,2,152,0,6,1,96,2018,201805,12609
420340,4,27,6,33,2,2,5,22,0,0,0,2,2018,201805,7081
420419,0,0,0,0,0,0,0,59,0,0,0,0,2018,201805,2969
421835,5,13,8,81,47,4,4,177,0,0,3,13,2018,201805,3891
421300,3,44,4,102,38,11,2,213,0,0,1,1,2018,201805,3513
421180,3,17,9,65,22,0,0,77,0,0,1,1,2018,201805,7317
420765,10,21,2,93,4,1,2,129,0,0,0,5,2018,201805,8945
420950,10,45,23,113,7,9,8,427,0,0,0,0,2018,201805,6875
420670,20,70,18,177,6,2,5,100,0,8,0,1,2018,201805,22495
421125,0,10,0,44,0,4,0,214,0,0,11,0,2018,201805,2898
420555,3,1,1,15,1,1,1,41,0,0,0,15,2018,201805,2077
420915,1,7,0,9,10,0,0,2,0,0,0,0,2018,201805,4985
421227,0,34,5,162,32,3,8,305,0,0,1,3,2018,201805,4186
421635,1,29,5,75,4,0,0,101,0,0,3,5,2018,201805,3707
420150,1,5,0,8,0,0,0,5,0,0,0,0,2018,201805,8587
421050,58,95,56,443,75,22,4,215,0,0,15,2,2018,201805,25403
420960,29,172,27,191,12,35,1,215,0,42,191,421,2018,201805,15174
420775,8,14,4,7,3,6,4,147,0,0,0,8,2018,201805,4015
420285,0,31,5,93,44,14,0,150,0,0,0,0,2018,201805,3718
421070,5,21,6,25,2,8,1,19,0,0,1,3,2018,201805,2560
421825,0,0,0,0,0,0,0,9,0,0,0,0,2018,201805,7812
420710,3,9,0,28,20,0,1,265,0,0,0,0,2018,201805,14005
421650,12,41,3,112,3,3,4,108,0,0,0,3,2018,201805,26763
421690,15,94,16,317,62,28,5,756,1,0,6,33,2018,201805,23857
420515,10,68,6,188,44,26,0,596,0,0,0,0,2018,201805,4013
420215,1,10,6,22,0,0,0,18,0,0,0,45,2018,201805,2703
421575,0,7,0,23,3,0,0,11,0,0,0,0,2018,201805,2386
421880,3,42,8,92,12,42,6,90,0,0,0,0,2018,201805,12806
421560,0,11,0,20,2,2,0,15,0,0,0,0,2018,201805,2137
420820,143,1119,119,2366,670,230,63,2134,1,24,108,142,2018,201805,215895
421740,73,50,31,149,84,36,2,282,0,0,7,16,2018,201805,20728
420590,31,159,8,416,100,33,4,250,0,3,0,5,2018,201805,68465
421550,11,46,2,141,2,0,3,111,0,0,4,14,2018,201805,16741
420455,10,43,7,111,16,3,2,109,0,0,0,1,2018,201805,13040
421470,5,28,5,98,28,7,1,44,0,0,8,8,2018,201805,11542
421140,6,23,2,70,5,4,0,43,0,0,11,0,2018,201805,4945
420370,6,38,17,72,6,4,0,24,0,0,1,0,2018,201805,12080
420630,23,153,12,443,109,17,7,396,0,2,8,10,2018,201805,23272
420195,16,134,17,273,69,47,8,325,0,0,6,10,2018,201805,12705
420620,41,27,34,28,1,1,2,210,0,0,2,0,2018,201805,11423
421555,2,0,1,35,0,0,4,87,0,0,0,0,2018,201805,2247
421885,2,10,1,42,2,2,1,73,0,0,0,0,2018,201805,2517
421568,7,29,6,42,4,11,10,41,0,0,6,1,2018,201805,2484
420500,5,30,6,69,54,23,3,111,0,0,1,1,2018,201805,15450
420940,49,128,24,175,149,16,8,301,0,1,1,7,2018,201805,45500
420020,7,18,3,143,2,0,1,140,0,0,0,0,2018,201805,10711
420510,2,6,2,12,0,0,0,7,0,0,1,1,2018,201805,4105
421480,12,88,7,103,12,12,2,80,0,0,0,232,2018,201805,70100
420810,34,94,25,402,56,13,3,400,0,3,2,0,2018,201805,21556
420315,9,7,3,58,11,3,2,74,0,0,0,0,2018,201805,3357
420300,39,248,49,777,37,9,3,473,2,0,51,70,2018,201805,77863
420517,6,13,3,14,4,0,0,21,0,0,0,4,2018,201805,3189
421535,3,18,6,51,34,11,1,46,0,0,0,0,2018,201805,3808
421875,4,24,4,105,11,0,6,69,0,0,0,9,2018,201805,4561
421670,0,17,1,116,22,1,2,71,0,0,0,5,2018,201805,13838
421620,6,163,5,460,11,5,1,395,0,0,4,21,2018,201805,51677
420895,0,1,1,6,1,0,1,40,0,0,0,0,2018,201805,1595
420870,4,40,2,46,10,20,0,57,0,0,0,0,2018,201805,10457
420260,16,104,10,230,11,1,1,119,0,0,0,0,2018,201805,9870
421605,3,41,4,93,13,0,0,65,0,0,0,0,2018,201805,5499
421940,0,33,4,38,26,0,3,402,0,0,1,0,2018,201805,3932
421860,8,34,7,105,22,3,3,77,0,0,0,3,2018,201805,7284
421410,2,26,3,75,7,3,0,258,0,0,0,0,2018,201805,2290
420660,5,7,1,46,0,0,0,15,0,0,9,0,2018,201805,5141
420550,58,345,44,621,267,61,19,908,1,0,11,24,2018,201805,36299
421660,210,935,77,1678,226,136,31,1559,2,2,12,105,2018,201805,242927
421580,70,618,64,1408,224,39,20,442,0,1,32,38,2018,201805,83576
421280,21,102,18,400,24,19,8,237,0,3,4,16,2018,201805,22511
421770,45,166,28,492,47,32,7,822,0,0,0,34,2018,201805,30010
421250,21,99,12,225,24,16,0,332,0,1,3,6,2018,201805,31764
420560,8,5,0,23,49,3,6,145,0,0,0,2,2018,201805,2956
420325,12,26,0,43,1,1,1,20,0,0,0,0,2018,201805,2556
421380,8,10,3,24,1,1,0,234,0,0,3,6,2018,201805,7326
420665,3,8,2,4,0,0,1,73,0,0,1,0,2018,201805,4710
421755,2,0,4,6,0,0,0,13,0,0,0,0,2018,201805,3270
421750,0,1,0,2,19,0,0,73,0,0,0,0,2018,201805,17506
421130,55,287,28,702,22,3,2,804,3,3,7,80,2018,201805,79285
421530,4,133,18,344,275,155,20,300,0,2,18,44,2018,201805,7626
421080,34,41,9,144,46,2,1,159,0,1,2,3,2018,201805,7028
421935,1,7,10,52,7,3,0,90,0,0,0,0,2018,201805,5014
421510,10,35,6,160,9,1,1,95,0,0,3,30,2018,201805,11502
421450,10,31,4,72,1,0,1,133,0,0,1,0,2018,201805,5979
421460,7,50,5,158,30,3,3,79,0,0,0,16,2018,201805,7456
420030,0,0,0,0,0,0,2,111,0,0,0,0,2018,201805,5385
421680,16,47,2,178,2,2,0,65,0,0,1,0,2018,201805,8421
420845,4,85,6,252,74,17,2,120,0,10,8,15,2018,201805,19963
420530,9,145,23,457,19,6,7,737,0,1,5,29,2018,201805,10686
420840,23,36,5,124,4,7,5,500,0,0,17,12,2018,201805,16736
421890,11,85,15,214,73,7,4,120,0,1,4,4,2018,201805,11195
420417,0,0,0,1,0,0,0,62,0,0,4,0,2018,201805,3181
421390,0,0,0,0,0,0,0,10,0,0,0,0,2018,201805,1590
420480,84,261,43,827,120,128,13,692,0,7,2,132,2018,201805,39595
420170,7,29,12,94,23,3,1,271,0,0,0,0,2018,201805,7889
421570,6,76,15,134,22,2,3,58,0,0,0,0,2018,201805,22905
421225,21,61,7,121,10,4,3,156,0,0,0,3,2018,201805,8594
420205,1,45,2,107,4,1,0,13,0,0,1,0,2018,201805,10550
421190,127,830,63,1503,425,160,32,1554,0,4,34,46,2018,201805,168259
420140,93,357,30,1045,119,37,4,1066,0,0,29,12,2018,201805,67578
420430,49,140,6,431,17,1,4,293,0,0,16,0,2018,201805,74106
420207,5,14,3,55,7,3,1,108,0,0,0,0,2018,201805,10692
421910,8,39,3,217,1,8,1,444,0,0,0,4,2018,201805,3575
421340,18,136,19,558,84,87,4,584,0,4,6,7,2018,201805,11552
421840,0,21,3,43,2,0,2,78,0,0,10,17,2018,201805,7070
420535,0,16,2,29,10,7,7,23,0,0,1,1,2018,201805,1586
421335,2,7,1,31,2,0,0,36,0,0,1,34,2018,201805,3408
420070,1,16,2,29,4,4,0,43,0,0,2,0,2018,201805,9984
420920,1,2,1,4,0,0,0,8,0,0,0,0,2018,201805,2245
421187,1,2,0,6,6,0,0,85,0,0,2,6,2018,201805,1537
421330,1,13,1,43,7,3,0,31,0,0,1,0,2018,201805,4714
420380,301,236,50,701,83,105,22,460,0,2,1,0,2018,201805,54319
421900,18,87,7,213,30,37,2,308,0,0,2,9,2018,201805,21190
421545,4,16,2,81,2,2,1,386,0,0,1,3,2018,201805,12446
420190,0,4,0,13,0,0,0,88,0,0,0,0,2018,201805,5676
421725,3,7,0,12,1,0,0,12,0,0,1,0,2018,201805,5709
420435,0,0,0,2,0,0,0,5,0,0,0,0,2018,201805,4385
421175,8,37,12,185,2,1,5,211,0,0,0,0,2018,201805,18510
420130,18,164,8,422,153,33,4,332,0,14,13,22,2018,201805,36710
420120,18,41,11,126,14,3,3,125,0,0,2,0,2018,201805,8411
421350,37,146,12,341,24,10,7,524,2,4,0,10,2018,201805,20834
421640,4,22,6,75,58,5,0,77,0,0,2,0,2018,201805,7280
421810,29,92,8,243,63,36,3,390,0,0,0,0,2018,201805,5354
420460,290,996,120,2478,290,90,113,3554,1,30,24,304,2018,201805,213023
420240,151,1019,53,1656,357,264,220,1377,0,279,44,52,2018,201805,352460
420970,1,11,2,29,0,1,0,42,0,0,4,0,2018,201805,12099
421710,0,1,0,0,2,1,0,9,0,0,0,0,2018,201805,3189
421920,6,23,7,98,1,1,6,119,1,0,0,0,2018,201805,6347
421170,37,83,28,213,13,84,2,240,0,0,5,2,2018,201805,22785
420750,59,301,32,789,133,40,20,1197,0,1,3,8,2018,201805,67923
421800,8,73,11,245,6,70,1,438,0,6,5,6,2018,201805,37645
421110,5,11,0,23,0,0,2,30,0,0,4,43,2018,201805,8280
421569,1,0,0,5,1,0,0,25,0,0,1,1,2018,201805,1286
420540,302,836,89,2173,144,65,20,2218,6,49,47,236,2018,201805,492977
421003,5,35,6,150,7,15,4,321,0,0,2,3,2018,201805,5686
420165,3,25,7,100,34,11,5,220,0,0,3,4,2018,201805,2246
421715,10,15,0,52,1,0,0,8,0,0,0,1,2018,201805,1833
420320,34,159,21,427,42,16,11,322,0,1,9,22,2018,201805,80834
421775,3,23,8,58,9,3,0,64,0,0,0,4,2018,201805,2500
421100,16,29,10,148,8,3,4,170,0,0,1,11,2018,201805,11592
421565,5,15,1,89,0,8,0,88,0,0,0,0,2018,201805,8338
420917,2,27,4,122,28,0,2,99,0,0,0,6,2018,201805,2110
420690,13,161,10,360,66,23,3,261,0,1,1,6,2018,201805,18802
420770,10,6,1,68,26,3,0,224,0,3,2,0,2018,201805,7565
421850,0,0,0,0,0,0,0,42,0,0,0,0,2018,201805,7687
420860,0,3,2,5,5,0,2,24,0,0,0,0,2018,201805,3955
421200,6,27,6,79,6,19,6,80,0,0,1,0,2018,201805,7475
421315,1,2,2,20,3,0,0,27,0,0,0,0,2018,201805,2850
421415,1,8,2,31,1,0,0,56,0,0,5,0,2018,201805,2911
421830,72,365,75,820,73,70,12,582,0,0,1,4,2018,201805,19183
421760,14,32,4,75,15,10,6,93,0,1,1,0,2018,201805,13920
420090,16,56,13,234,24,5,2,132,0,0,3,4,2018,201805,4860
420650,25,59,13,214,14,17,5,152,1,2,1,3,2018,201805,43822
420230,118,699,110,1253,361,44,17,1121,2,13,3,2,2018,201805,67458
421500,86,313,45,846,87,34,7,539,3,0,0,258,2018,201805,42106
420425,51,214,26,510,64,12,3,855,0,18,14,27,2018,201805,16544
421960,2,29,4,60,13,3,3,82,0,0,0,0,2018,201805,3963
421870,136,590,91,1208,178,90,27,2244,0,3,15,15,2018,201805,104937
421010,50,430,36,1260,151,57,10,1064,0,4,25,32,2018,201805,56017
420490,5,96,9,255,30,17,9,135,0,0,5,8,2018,201805,8308
420520,1,23,1,18,0,0,2,71,0,0,1,5,2018,201805,4407
421310,0,13,0,20,0,1,0,55,0,0,0,0,2018,201805,3965
420600,21,88,9,96,30,8,2,196,0,2,1,43,2018,201805,14333
421205,3,36,1,100,1,2,0,49,0,0,0,0,2018,201805,2603
420040,6,0,1,11,0,0,2,64,0,0,0,0,2018,201805,7138
420180,0,6,0,46,25,2,1,76,0,0,4,2,2018,201805,3226
421005,1,5,0,9,3,3,2,64,0,0,1,0,2018,201805,1784
420257,0,2,0,0,0,0,0,3,0,0,0,8,2018,201805,2146
420900,17,105,8,226,22,8,6,443,0,1,3,2,2018,201805,29827
421270,0,59,16,279,17,3,2,428,0,1,0,0,2018,201805,5971
420110,2,40,3,111,15,1,0,234,0,0,0,0,2018,201805,3236
421440,0,3,0,0,1,7,6,56,0,0,0,0,2018,201805,6208
420213,34,28,2,39,0,3,1,76,0,0,0,0,2018,201805,6311
421210,39,37,3,71,6,11,3,120,0,0,2,0,2018,201805,16182
421630,23,137,18,345,33,16,8,477,0,1,1,1,2018,201805,36244
421780,50,345,22,719,21,6,4,1831,0,3,129,441,2018,201805,18302
421120,14,166,12,242,102,69,3,625,0,0,50,86,2018,201805,17642
420280,21,81,6,263,6,1,1,1010,2,5,2,3,2018,201805,33016
421567,0,0,0,4,0,0,0,0,0,0,0,0,2018,201805,8801
420910,398,3831,146,6023,931,376,50,5936,3,19,266,1250,2018,201805,583144
421040,20,36,4,120,1,0,1,60,0,0,0,38,2018,201805,7207
420450,13,83,6,249,58,6,2,141,0,0,4,4,2018,201805,15709
420980,6,9,1,8,1,1,0,96,0,0,0,0,2018,201805,3083
420287,9,9,1,38,0,6,1,162,0,0,0,0,2018,201805,2473
420757,4,5,0,16,0,0,0,7,0,0,0,0,2018,201805,2927
