Ibge,Asma,Diabetes,DPOC,Hipertensão arterial,Obesidade,Tabagismo,Usuário de álcool,Saúde mental,D.Transmissíveis - Hanseníase,D.Transmissíveis - Tuberculose,Rast. câncer de mama,Rast. câncer do colo do útero,ano,referencia,população
421130,12,115,22,422,9,24,2,249,15,5,4,134,2017,201703,77137
421750,0,1,0,0,3,3,0,30,0,0,0,0,2017,201703,17526
421935,1,18,7,33,5,4,1,120,0,0,3,2,2017,201703,5056
421510,44,272,82,794,104,42,12,606,0,8,0,0,2017,201703,11488
421460,5,22,3,92,18,0,0,28,0,0,0,0,2017,201703,7463
421450,2,29,4,100,0,2,0,90,0,0,2,1,2017,201703,6043
420030,0,14,2,20,2,10,2,26,0,0,0,1,2017,201703,5437
420840,6,27,2,92,2,4,8,247,0,0,48,63,2017,201703,16683
420845,1,126,5,195,33,0,6,60,0,1,0,0,2017,201703,19355
420417,7,26,10,70,6,3,2,35,0,0,0,0,2017,201703,3254
421890,1,8,1,10,2,2,0,12,0,1,1,1,2017,201703,11191
420530,0,55,19,314,7,3,2,403,0,0,83,301,2017,201703,10745
421390,0,0,0,0,1,20,0,13,0,0,0,0,2017,201703,1610
421225,2,11,1,26,0,0,2,90,0,0,0,151,2017,201703,8370
421570,10,47,6,89,16,0,3,64,0,1,2,0,2017,201703,22609
420170,6,92,14,348,52,6,2,306,0,6,0,0,2017,201703,7877
420205,0,28,4,36,3,0,0,25,0,0,0,0,2017,201703,10317
420480,7,53,9,186,6,33,1,113,0,0,0,0,2017,201703,39566
420430,33,174,15,526,42,6,6,269,0,0,9,0,2017,201703,73766
420140,73,507,49,1578,146,58,19,2376,0,5,162,274,2017,201703,67110
421190,99,686,73,1326,299,60,19,1643,1,18,272,342,2017,201703,164926
420207,2,37,3,64,18,9,2,134,0,0,5,8,2017,201703,10413
421910,0,2,3,5,0,0,1,4,0,0,0,0,2017,201703,3590
420070,6,28,2,80,10,5,5,215,0,0,0,1,2017,201703,9960
421335,3,87,3,184,17,3,8,59,0,0,1,47,2017,201703,3413
420535,4,23,10,40,9,10,23,57,0,0,5,16,2017,201703,1594
421840,0,0,0,1,0,0,0,19,0,0,0,17,2017,201703,7098
421187,0,0,0,1,1,0,0,18,0,0,0,0,2017,201703,1577
420920,0,2,1,5,1,0,1,3,0,0,1,0,2017,201703,2251
420380,13,149,16,595,17,3,1,326,0,0,22,34,2017,201703,54403
421330,0,0,0,0,0,0,2,29,0,0,0,0,2017,201703,4767
421725,3,13,1,21,5,1,1,44,0,1,0,0,2017,201703,5602
421545,4,28,4,64,0,2,0,36,0,2,2,0,2017,201703,12233
420190,0,11,0,43,8,1,1,42,0,0,1,1,2017,201703,5688
421900,16,132,19,352,50,17,4,905,0,0,76,241,2017,201703,21177
420120,2,13,1,89,16,6,6,97,0,0,2,21,2017,201703,8327
421175,3,69,7,127,8,7,6,175,0,0,10,10,2017,201703,18313
421350,8,98,6,162,66,15,4,255,0,0,9,8,2017,201703,20294
420130,6,82,14,187,30,4,4,107,0,1,33,43,2017,201703,35268
421640,14,7,3,21,10,0,1,61,0,0,2,0,2017,201703,7268
420460,224,1502,247,3542,527,197,42,3224,1,8,504,991,2017,201703,211369
420970,2,37,6,201,16,8,2,61,0,0,5,7,2017,201703,12133
420240,89,427,29,1288,67,87,88,520,2,7,4,21,2017,201703,348513
421710,0,3,0,7,2,1,0,16,0,0,0,0,2017,201703,3210
421920,7,35,2,105,2,5,3,120,0,0,0,3,2017,201703,6356
421800,10,90,22,443,18,20,14,390,0,0,22,6,2017,201703,36931
421170,32,47,20,59,28,7,6,82,0,0,0,1,2017,201703,22723
421110,3,64,8,124,2,1,1,77,0,0,4,17,2017,201703,8471
421569,0,0,0,0,6,0,0,24,0,0,0,0,2017,201703,1317
420750,39,292,35,853,109,24,13,917,0,1,13,35,2017,201703,66497
420540,312,1367,113,3564,187,151,60,2368,10,62,106,339,2017,201703,485838
421003,17,46,8,228,4,6,1,345,0,1,11,16,2017,201703,5705
421715,0,1,0,0,3,3,2,36,0,0,0,0,2017,201703,1848
420165,1,5,2,32,12,0,2,27,0,0,0,0,2017,201703,2261
420320,20,271,46,641,79,14,9,302,0,5,42,93,2017,201703,78731
421100,54,26,19,119,0,1,2,192,1,0,0,0,2017,201703,11496
421565,0,1,0,23,0,1,0,56,0,0,0,0,2017,201703,8356
420690,10,136,9,358,56,14,3,199,0,0,39,48,2017,201703,18721
420770,4,36,2,130,52,1,2,233,0,0,15,132,2017,201703,7561
420917,0,34,6,134,60,0,4,204,0,0,2,14,2017,201703,2127
421850,0,0,0,1,0,0,0,8,0,0,0,0,2017,201703,7545
420860,5,6,0,16,0,0,1,86,0,0,0,0,2017,201703,3990
421315,0,1,0,5,14,24,1,44,0,0,1,4,2017,201703,2844
420243,3,9,0,16,0,0,0,1,0,0,3,2,2017,201703,3456
421200,7,48,11,150,19,10,10,187,0,0,51,94,2017,201703,7558
421830,76,374,42,905,176,96,10,710,3,0,13,15,2017,201703,19146
420650,5,88,3,164,8,3,4,83,0,1,2,0,2017,201703,42872
421760,19,54,2,117,44,1,1,145,0,0,20,19,2017,201703,13870
421415,3,7,2,23,7,3,3,19,0,1,11,3,2017,201703,2906
420090,0,9,10,16,0,1,1,52,0,1,11,5,2017,201703,4943
421500,31,299,24,551,26,8,8,686,2,1,0,440,2017,201703,42029
420230,52,382,27,663,145,18,12,605,2,8,3,9,2017,201703,66558
420425,31,657,33,1138,213,56,13,1114,0,5,196,296,2017,201703,16446
421960,4,9,4,11,4,1,1,101,0,0,10,28,2017,201703,4012
421870,157,809,113,1739,278,151,28,3006,0,0,173,166,2017,201703,104457
421310,0,6,0,8,0,0,0,0,0,0,60,55,2017,201703,4102
421010,25,420,29,895,43,15,11,610,0,0,1,0,2017,201703,55907
420490,9,101,14,227,30,6,1,137,0,0,45,44,2017,201703,8399
420520,2,7,1,5,22,3,0,93,0,0,1,6,2017,201703,4480
420600,31,180,4,539,6,20,6,477,0,0,70,108,2017,201703,14229
420180,1,2,2,75,1,0,0,128,0,0,1,0,2017,201703,3254
421205,0,11,0,62,6,0,0,17,0,0,1,7,2017,201703,2586
420040,14,16,11,17,1,1,1,27,0,0,0,0,2017,201703,7154
421005,0,10,0,1,9,0,0,4,0,0,1,0,2017,201703,1799
420257,0,0,0,0,0,0,1,0,0,0,0,0,2017,201703,2151
420900,12,93,12,218,9,5,4,135,0,0,10,8,2017,201703,29608
421270,6,154,2,664,22,20,0,701,0,2,12,20,2017,201703,6021
420110,5,7,3,46,0,1,1,204,0,0,0,0,2017,201703,3248
421440,0,0,0,0,0,0,0,2,0,0,0,0,2017,201703,6246
421630,23,103,6,382,20,42,10,467,3,1,40,38,2017,201703,35065
420213,1,19,0,88,2,0,3,276,0,0,2,8,2017,201703,6304
421210,41,47,2,167,2,21,1,193,1,0,2,0,2017,201703,16253
421780,4,38,1,83,43,2,0,231,0,0,37,214,2017,201703,18261
421120,16,173,16,341,110,34,14,941,0,2,48,133,2017,201703,17532
420280,15,58,8,224,7,4,4,1303,0,2,14,166,2017,201703,32648
421567,4,3,0,7,0,0,1,3,0,0,7,15,2017,201703,8846
420910,253,2636,104,3855,449,161,43,2808,2,4,41,290,2017,201703,577077
420980,6,2,0,5,4,1,1,12,0,0,0,0,2017,201703,3140
420450,17,117,8,325,49,13,0,155,0,1,0,0,2017,201703,15541
420287,3,8,0,17,7,13,4,67,0,0,1,0,2017,201703,2539
421040,2,9,1,27,3,1,0,24,0,0,0,0,2017,201703,7139
420757,0,1,0,2,0,1,0,0,0,0,0,0,2017,201703,2917
421400,17,109,16,394,29,14,10,364,0,1,8,0,2017,201703,16996
421507,1,4,1,9,8,2,0,37,0,0,0,0,2017,201703,4670
420253,0,12,0,176,0,12,0,496,0,0,1,151,2017,201703,2919
420830,27,155,7,433,36,15,6,256,3,4,1,2,2017,201703,61187
421795,1,7,5,21,0,0,0,17,0,0,0,0,2017,201703,1695
420475,1,7,2,46,13,0,0,11,0,4,32,32,2017,201703,1955
421105,1,58,2,128,11,11,5,85,1,0,3,5,2017,201703,9785
420395,1,10,0,11,3,8,0,35,0,0,2,1,2017,201703,24298
420890,8,48,4,70,14,5,1,83,0,0,0,18,2017,201703,170835
420850,5,7,0,39,0,0,1,72,0,0,0,0,2017,201703,24622
421240,1,4,0,9,0,4,4,106,0,0,5,5,2017,201703,4026
421430,1,20,2,60,7,1,4,64,0,0,0,0,2017,201703,2871
420880,4,38,0,79,2,1,1,67,0,1,2,0,2017,201703,19527
421610,1,3,0,2,2,0,0,10,0,0,0,0,2017,201703,9502
421930,2,31,3,81,17,0,0,23,0,0,0,0,2017,201703,52066
420050,4,11,4,37,10,3,3,37,0,0,0,0,2017,201703,6445
420610,6,8,5,27,3,0,1,85,0,0,2,1,2017,201703,6537
420700,68,319,23,557,49,2,6,898,1,1,48,83,2017,201703,54845
420420,58,690,84,2611,256,56,22,1086,1,10,851,2196,2017,201703,213279
420390,3,73,0,244,33,4,2,202,0,0,13,17,2017,201703,22524
420780,27,90,31,250,47,42,15,249,0,1,78,94,2017,201703,10285
420200,15,223,27,373,14,66,2,281,22,7,6,0,2017,201703,135268
421700,1,22,0,21,4,0,0,54,0,0,1,0,2017,201703,12934
420010,5,20,9,220,1,1,3,122,1,0,1,2,2017,201703,17847
420075,0,3,0,9,0,0,0,28,0,0,0,0,2017,201703,1967
421020,1,6,0,3,0,1,0,10,0,0,0,0,2017,201703,3429
420330,9,28,13,98,5,34,1,50,0,0,13,37,2017,201703,12012
420290,58,475,57,1151,180,100,20,1576,0,19,464,734,2017,201703,128818
421290,8,64,8,106,67,4,3,140,0,1,14,77,2017,201703,19511
421145,14,48,6,285,34,6,7,118,0,0,314,329,2017,201703,4339
421370,22,128,15,406,99,13,4,295,0,0,0,0,2017,201703,16957
421970,13,37,7,74,12,5,0,56,0,0,10,24,2017,201703,28210
420060,10,48,2,150,21,16,6,68,0,0,0,0,2017,201703,6298
421985,0,10,1,16,1,0,0,100,0,0,7,7,2017,201703,3300
420415,0,4,0,22,10,0,0,38,0,0,0,0,2017,201703,2760
421915,0,9,3,29,1,0,0,78,0,0,0,0,2017,201703,2543
420640,13,46,3,245,50,7,0,158,0,0,16,32,2017,201703,10259
421030,3,4,0,16,0,0,1,125,0,0,0,0,2017,201703,8015
420470,29,69,26,252,5,11,4,357,0,0,0,5,2017,201703,11057
420545,48,114,16,257,47,1,3,561,0,0,7,18,2017,201703,25988
421895,0,3,0,0,11,0,1,163,0,0,0,0,2017,201703,2487
420410,2,23,9,31,14,0,3,186,1,0,0,0,2017,201703,3850
420720,1,105,3,265,8,6,1,116,0,0,0,0,2017,201703,10571
420400,4,13,1,17,24,2,0,39,0,0,0,18,2017,201703,10632
420160,0,2,0,9,1,2,0,33,0,0,0,35,2017,201703,3564
421360,17,228,38,561,61,15,18,275,1,3,8,118,2017,201703,35207
420570,7,41,2,149,20,5,0,257,0,1,2,22,2017,201703,22082
420220,4,88,19,210,37,20,19,186,0,12,48,42,2017,201703,11425
421150,2,35,2,173,16,1,4,120,0,2,1,3,2017,201703,14099
420790,0,3,0,16,0,0,0,31,0,0,0,1,2017,201703,11133
420730,1,7,1,22,0,1,0,28,0,1,40,96,2017,201703,44076
420208,0,3,0,15,0,0,0,0,0,0,0,0,2017,201703,2751
420055,0,4,4,13,0,1,0,52,0,0,0,0,2017,201703,2387
421625,4,84,16,334,114,4,2,328,0,0,70,62,2017,201703,6309
420990,21,91,20,247,60,24,0,559,0,0,3,0,2017,201703,11774
421230,1,0,0,5,0,0,0,0,0,0,0,0,2017,201703,7360
421223,0,1,2,11,1,0,0,13,0,0,25,37,2017,201703,3613
420680,0,0,0,0,0,0,4,0,0,0,0,0,2017,201703,3268
421790,0,57,0,144,20,0,15,133,0,0,2,364,2017,201703,8738
421320,15,167,15,333,63,8,7,664,0,0,15,0,2017,201703,32334
420930,122,820,128,1996,230,138,50,2137,4,3,145,239,2017,201703,158508
421060,9,78,3,314,4,14,7,175,0,1,0,0,2017,201703,16455
420360,7,81,8,293,20,15,3,246,0,0,32,50,2017,201703,35710
420245,1,106,9,227,41,54,5,257,0,0,0,17,2017,201703,18623
422000,12,135,5,153,9,8,1,44,0,0,8,50,2017,201703,12403
420209,0,3,2,22,0,0,0,14,0,0,0,0,2017,201703,1739
421165,6,2,2,15,1,1,0,69,0,0,0,0,2017,201703,2532
420250,0,1,0,5,0,0,0,6,0,0,0,0,2017,201703,4694
421055,0,36,1,30,0,0,0,47,0,0,0,0,2017,201703,1906
421160,54,84,8,113,11,33,3,183,0,0,111,0,2017,201703,14837
420080,4,12,2,122,12,2,1,205,0,0,66,83,2017,201703,5832
420760,0,87,11,124,3,5,1,230,0,2,6,5,2017,201703,4562
421265,1,24,2,21,6,1,0,11,0,0,0,0,2017,201703,9980
421490,0,7,3,33,1,1,0,176,0,1,4,5,2017,201703,4606
421730,0,14,2,63,21,4,0,35,0,0,23,18,2017,201703,9664
420800,220,16,0,172,10,0,10,148,0,0,54,122,2017,201704,6275
421720,29,47,22,160,39,31,3,411,1,1,41,44,2017,201704,39793
420270,0,13,3,46,4,1,0,45,0,0,1,29,2017,201704,5100
420675,0,0,0,0,0,0,0,1,0,0,0,8,2017,201704,1967
420945,1,0,0,13,1,1,0,104,0,1,0,0,2017,201704,1453
420543,0,100,4,890,0,0,0,2,0,0,0,42,2017,201704,2549
421590,0,1,7,13,0,2,0,13,0,0,0,0,2017,201704,2899
421820,54,273,20,619,13,53,4,753,2,7,0,0,2017,201704,42801
420127,1,5,0,14,2,0,1,31,0,0,2,3,2017,201704,4281
421090,16,85,2,88,12,0,0,290,0,0,35,80,2017,201704,4192
420125,25,72,19,174,61,7,1,142,0,0,2,1,2017,201704,10542
420210,5,82,4,139,15,7,3,26,0,0,33,66,2017,201704,27781
421950,27,175,23,620,98,52,17,1058,0,1,171,104,2017,201704,49738
421505,0,1,0,12,0,1,1,3,0,0,0,0,2017,201704,2489
421540,0,11,4,31,2,0,2,52,0,0,0,0,2017,201704,4655
421600,0,16,0,51,0,1,0,21,0,0,18,14,2017,201704,11132
421185,7,16,0,32,4,12,0,19,0,4,36,37,2017,201704,2245
420580,0,69,2,62,5,1,1,29,0,1,0,0,2017,201704,17479
421420,2,1,3,3,0,0,0,1,0,0,0,0,2017,201704,10044
420100,9,19,2,38,2,3,2,98,0,0,0,0,2017,201704,7537
420350,8,94,22,364,114,64,0,574,0,0,114,158,2017,201704,8787
420740,3,22,2,73,2,25,0,140,0,0,0,0,2017,201704,6133
421220,8,30,3,114,7,8,1,49,1,2,0,0,2017,201704,19015
420310,7,16,4,56,1,4,2,131,0,1,0,0,2017,201704,6213
420519,8,32,8,89,27,12,2,313,0,0,1,3,2017,201704,2076
421520,4,1,0,7,5,1,1,8,0,0,0,0,2017,201704,5022
420005,0,1,0,5,0,0,1,9,0,0,0,0,2017,201704,2604
420419,2,3,0,28,3,14,0,50,0,0,1,20,2017,201704,2953
421000,2,10,1,63,31,1,0,49,0,0,0,0,2017,201704,12413
420340,8,9,8,71,4,1,2,204,0,0,1,0,2017,201704,7177
421835,0,0,0,51,3,0,0,12,0,0,0,0,2017,201704,3863
420765,7,36,7,209,41,0,4,177,0,0,0,2,2017,201704,8930
421300,1,17,0,66,39,13,0,92,0,0,3,2,2017,201704,3480
420670,13,108,10,237,10,5,7,149,0,0,0,2,2017,201704,22443
420950,9,29,12,69,10,0,3,171,0,0,0,0,2017,201704,6790
420555,2,30,2,87,25,20,10,84,0,1,16,77,2017,201704,2146
421125,0,10,0,19,6,0,0,146,0,0,0,1,2017,201704,2915
420915,0,1,0,1,0,0,0,0,0,0,0,0,2017,201704,4887
420960,19,96,29,178,30,21,3,439,0,1,51,21,2017,201704,15149
421635,2,24,0,54,2,4,0,51,0,0,5,8,2017,201704,3690
421050,35,59,12,364,24,15,11,63,0,4,11,11,2017,201704,25076
421227,2,2,9,59,3,10,10,195,0,0,3,0,2017,201704,4243
420150,2,1,0,5,0,0,0,7,0,0,0,0,2017,201704,8520
420775,4,15,2,27,2,2,2,55,0,0,0,0,2017,201704,4067
420285,0,5,1,10,3,0,0,56,0,0,0,0,2017,201704,3709
421825,4,14,0,38,1,1,0,46,0,0,0,0,2017,201704,7767
421070,0,5,0,24,0,0,0,5,0,0,0,3,2017,201704,2614
421650,5,51,10,122,22,5,1,59,0,1,3,5,2017,201704,26646
420710,3,29,2,101,5,1,0,156,0,0,3,3,2017,201704,13857
420515,6,18,3,65,19,22,0,33,0,0,0,0,2017,201704,4043
421560,0,0,0,2,13,0,0,93,0,0,0,2,2017,201704,2139
421575,0,49,0,92,29,0,1,10,0,0,0,0,2017,201704,2449
421880,1,7,0,5,3,0,0,5,0,0,0,6,2017,201704,12746
420215,0,9,5,29,12,0,1,46,0,0,0,0,2017,201704,2709
421690,18,129,15,556,27,24,21,360,3,0,24,280,2017,201704,23698
420820,111,868,81,1988,363,153,51,1603,0,28,546,790,2017,201704,212615
420455,9,103,13,291,37,20,14,182,0,1,0,0,2017,201704,13358
421550,3,12,0,56,4,0,0,44,0,0,0,0,2017,201704,16701
420370,1,37,9,74,6,0,1,122,0,1,0,0,2017,201704,11944
421740,20,69,4,159,19,3,2,172,0,0,2,1,2017,201704,20095
421470,2,59,3,217,15,2,1,105,0,1,52,56,2017,201704,11431
420590,4,8,9,1,4,23,2,206,0,0,5,3,2017,201704,67392
420630,19,129,14,524,58,15,7,393,0,0,48,57,2017,201704,22732
420195,10,44,2,98,11,4,1,94,0,1,16,25,2017,201704,12344
420620,63,23,1,2,2,0,0,2,0,0,2,0,2017,201704,11394
421885,1,8,4,10,13,0,1,69,1,0,0,16,2017,201704,2600
421555,5,29,9,88,14,6,0,136,0,3,21,20,2017,201704,2266
420020,14,101,9,350,38,10,3,398,0,0,11,11,2017,201704,10581
420500,1,8,1,20,17,28,1,26,0,0,12,12,2017,201704,15450
420940,63,135,2,336,27,12,6,442,0,2,7,6,2017,201704,45311
421568,10,21,0,60,4,12,6,42,0,0,12,3,2017,201704,2557
420510,0,19,7,41,23,5,1,41,0,1,0,0,2017,201704,4081
421480,20,268,26,593,165,41,8,566,0,1,57,55,2017,201704,69188
420300,29,272,26,741,53,27,7,340,0,1,27,38,2017,201704,77323
420810,22,86,24,209,30,5,7,418,0,0,0,0,2017,201704,21506
420315,16,5,0,58,2,1,0,25,0,0,0,0,2017,201704,3380
420517,0,16,5,36,3,2,0,21,0,0,1,0,2017,201704,3183
421620,5,158,7,327,7,2,3,260,0,0,1,46,2017,201704,50701
421875,3,15,1,64,8,2,1,52,1,3,9,10,2017,201704,4597
421670,4,16,4,107,27,2,2,272,1,0,24,67,2017,201704,13897
421535,2,7,9,11,13,4,1,69,0,0,0,0,2017,201704,3847
420895,3,6,0,6,6,0,0,195,0,0,0,0,2017,201704,1625
421860,3,61,17,156,74,10,4,322,0,0,17,48,2017,201704,7211
420260,7,40,0,109,1,3,0,57,0,0,0,0,2017,201704,9796
420660,203,10,3,243,27,0,0,15,0,0,16,16,2017,201704,5139
421940,0,0,0,0,0,4,0,132,0,0,0,0,2017,201704,3912
420870,3,13,3,18,2,0,0,14,0,0,1,0,2017,201704,10539
421410,0,1,0,1,0,3,0,46,0,0,1,0,2017,201704,2304
421605,0,2,0,3,0,1,0,0,0,0,0,0,2017,201704,5464
421660,232,1001,83,1923,176,95,33,1628,1,2,77,213,2017,201704,239718
421580,33,450,18,852,22,3,8,266,0,6,0,140,2017,201704,82842
420550,57,275,58,539,106,55,11,610,1,1,79,113,2017,201704,36261
421280,5,67,2,193,4,11,2,125,0,0,6,16,2017,201704,21884
420985,0,0,2,11,3,0,0,26,0,0,0,0,2017,201704,4615
421380,6,18,3,37,1,0,0,68,0,0,1,1,2017,201704,7364
421770,35,57,6,133,12,1,1,238,0,0,0,0,2017,201704,29710
421755,2,7,8,38,3,4,0,34,0,0,2,0,2017,201704,3301
420560,0,1,2,2,2,0,0,66,0,0,0,0,2017,201704,3058
420665,2,8,2,26,1,1,1,52,0,0,0,0,2017,201704,4733
420325,0,0,1,1,0,0,0,2,0,0,0,0,2017,201704,2597
421130,7,79,6,147,2,2,0,143,13,2,1,60,2017,201704,77137
421530,6,62,14,191,82,19,2,145,0,0,29,54,2017,201704,7634
421080,1,38,2,86,0,1,0,23,0,0,24,46,2017,201704,7047
421750,0,1,0,0,0,1,1,16,0,0,0,0,2017,201704,17526
421510,18,182,40,642,98,42,10,564,0,6,0,0,2017,201704,11488
421450,9,36,2,119,2,0,4,119,0,0,2,1,2017,201704,6043
421460,5,123,19,414,86,4,2,97,0,0,0,0,2017,201704,7463
420030,0,0,0,0,0,0,0,32,0,0,0,0,2017,201704,5437
421935,2,6,3,25,3,3,0,83,0,0,3,0,2017,201704,5056
420530,5,40,17,195,9,1,2,272,0,0,96,255,2017,201704,10745
420840,6,24,4,90,6,3,6,235,0,0,29,95,2017,201704,16683
421390,0,1,0,0,0,5,0,21,0,0,0,0,2017,201704,1610
420845,0,130,5,228,32,5,3,47,0,0,0,0,2017,201704,19355
421890,0,0,0,0,0,0,0,12,0,0,0,0,2017,201704,11191
420417,2,20,3,29,1,3,1,74,0,0,0,0,2017,201704,3254
420480,11,122,18,318,7,23,6,193,0,0,19,52,2017,201704,39566
420170,4,20,12,48,64,0,0,124,0,8,0,0,2017,201704,7877
421570,8,44,6,115,14,4,4,83,0,3,0,0,2017,201704,22609
421225,1,10,0,71,0,1,1,133,0,0,0,110,2017,201704,8370
420205,4,30,0,24,4,0,0,18,0,0,0,0,2017,201704,10317
421190,103,508,48,1209,268,76,19,1454,0,17,166,198,2017,201704,164926
421910,2,29,8,103,3,3,6,289,0,0,2,27,2017,201704,3590
420140,72,563,45,1476,139,63,17,2273,1,14,95,222,2017,201704,67110
420430,38,133,10,409,39,144,4,190,0,0,35,27,2017,201704,73766
420207,0,11,2,31,11,4,1,100,0,0,0,3,2017,201704,10413
421340,4,18,4,81,6,22,3,161,0,0,0,4,2017,201704,11545
421335,3,71,2,154,7,1,6,58,0,0,1,55,2017,201704,3413
421840,1,0,0,1,0,0,0,55,0,0,0,27,2017,201704,7098
421187,0,0,0,0,0,0,0,18,0,0,0,0,2017,201704,1577
420535,1,8,2,7,13,4,8,28,1,0,5,5,2017,201704,1594
420070,5,18,2,51,2,1,4,114,0,0,0,0,2017,201704,9960
421900,24,243,39,339,57,18,9,1458,3,0,66,321,2017,201704,21177
420380,16,82,9,259,0,2,2,246,0,0,20,23,2017,201704,54403
420190,1,5,0,43,4,2,0,44,0,0,0,0,2017,201704,5688
420435,0,3,1,4,0,1,0,49,0,0,0,14,2017,201704,4321
421330,0,0,0,0,0,0,0,46,0,0,0,0,2017,201704,4767
421725,0,5,0,5,1,1,0,30,0,1,0,0,2017,201704,5602
421545,11,17,1,19,1,2,0,16,0,2,1,0,2017,201704,12233
421175,8,47,12,130,5,11,1,173,0,0,3,3,2017,201704,18313
420130,7,83,8,192,62,15,1,161,0,0,63,170,2017,201704,35268
421640,32,31,6,48,11,3,0,118,0,0,0,0,2017,201704,7268
420120,3,36,3,120,13,7,3,80,0,0,3,13,2017,201704,8327
421350,4,56,0,92,41,14,0,105,0,1,4,3,2017,201704,20294
420460,56,205,18,583,73,27,15,647,0,0,70,156,2017,201704,211369
420240,67,240,16,794,44,96,108,354,0,4,5,13,2017,201704,348513
420970,2,29,4,177,15,5,0,28,0,0,2,3,2017,201704,12133
421920,2,8,0,23,0,0,0,34,0,0,1,0,2017,201704,6356
421800,28,102,8,445,10,6,0,508,0,2,6,4,2017,201704,36931
420750,53,257,33,665,75,26,18,804,1,0,3,23,2017,201704,66497
421569,0,0,0,0,4,0,0,34,1,0,0,0,2017,201704,1317
421110,5,28,0,73,0,0,7,52,0,0,0,0,2017,201704,8471
421170,21,29,6,30,9,1,2,60,0,0,0,0,2017,201704,22723
420540,284,1140,91,2775,158,183,32,2071,5,79,102,311,2017,201704,485838
421003,8,23,9,78,5,6,1,188,0,0,28,42,2017,201704,5705
420165,2,8,9,62,26,0,4,107,0,0,0,0,2017,201704,2261
421715,0,0,0,0,4,1,0,20,0,0,0,0,2017,201704,1848
421565,0,2,0,35,0,0,0,54,0,2,0,0,2017,201704,8356
420320,22,313,32,803,69,11,10,373,0,6,15,23,2017,201704,78731
421100,14,21,5,77,4,0,1,164,0,0,0,0,2017,201704,11496
420690,5,123,5,294,42,8,5,187,0,0,29,32,2017,201704,18721
421850,5,5,0,8,2,0,0,60,0,0,0,0,2017,201704,7545
420770,10,27,1,78,26,0,0,135,0,0,13,74,2017,201704,7561
420917,0,18,4,40,18,1,3,74,0,0,0,44,2017,201704,2127
420860,5,5,1,8,1,0,0,47,0,0,0,18,2017,201704,3990
420243,1,3,3,14,0,3,0,4,0,1,2,1,2017,201704,3456
421200,3,36,1,124,16,4,4,77,0,0,30,65,2017,201704,7558
421315,1,0,2,6,6,0,0,35,0,0,1,1,2017,201704,2844
421830,24,322,46,731,81,74,8,585,0,0,6,8,2017,201704,19146
421760,21,68,9,123,82,5,1,130,0,0,5,7,2017,201704,13870
420090,0,12,8,34,0,0,0,63,0,1,6,5,2017,201704,4943
420650,9,75,4,169,4,1,3,84,1,2,3,1,2017,201704,42872
421415,1,4,0,23,6,2,0,20,0,0,10,0,2017,201704,2906
421500,20,300,19,510,23,6,4,613,0,0,0,333,2017,201704,42029
420230,54,345,32,573,122,9,16,526,1,5,2,0,2017,201704,66558
420425,18,145,12,366,52,18,4,536,0,0,40,86,2017,201704,16446
421960,5,6,12,45,11,4,6,115,0,1,2,14,2017,201704,4012
421870,195,640,117,1395,216,143,23,2321,0,0,128,148,2017,201704,104457
421010,24,272,13,550,22,4,13,420,1,1,1,1,2017,201704,55907
420520,2,10,0,5,18,0,1,74,0,0,0,7,2017,201704,4480
420490,9,116,10,240,13,2,5,147,0,0,32,17,2017,201704,8399
421310,0,45,0,9,0,0,0,0,0,0,83,77,2017,201704,4102
420180,1,2,1,70,0,0,0,110,0,0,0,8,2017,201704,3254
420600,34,122,7,353,3,8,4,324,0,1,16,28,2017,201704,14229
421205,0,5,0,15,0,1,0,6,0,0,1,16,2017,201704,2586
421005,0,5,0,5,9,6,0,41,0,0,0,0,2017,201704,1799
420040,7,4,3,9,1,0,3,25,0,0,0,0,2017,201704,7154
420257,0,2,0,0,0,0,0,0,0,0,0,0,2017,201704,2151
420900,8,102,10,201,13,1,4,99,0,0,3,15,2017,201704,29608
421270,0,128,4,440,12,4,0,670,0,0,0,16,2017,201704,6021
420110,1,8,1,56,1,0,0,192,0,0,0,0,2017,201704,3248
421440,0,7,1,9,0,0,2,9,0,0,2,3,2017,201704,6246
421630,15,66,6,257,15,3,3,449,0,1,0,2,2017,201704,35065
420213,1,4,0,45,0,0,0,149,0,0,0,0,2017,201704,6304
421210,39,42,3,133,4,26,1,146,1,0,0,0,2017,201704,16253
421120,6,233,34,450,121,32,21,1534,0,0,28,112,2017,201704,17532
421780,2,40,3,86,41,0,0,212,0,0,28,84,2017,201704,18261
420280,29,44,2,162,4,1,4,997,0,0,16,77,2017,201704,32648
421567,5,3,1,4,1,1,1,7,1,1,9,20,2017,201704,8846
420910,217,2317,93,3196,377,177,57,2266,2,11,23,128,2017,201704,577077
420287,0,10,2,23,5,4,1,51,0,0,0,0,2017,201704,2539
420450,21,81,9,259,35,2,1,159,0,2,0,0,2017,201704,15541
421040,6,8,1,21,6,0,0,16,0,0,0,1,2017,201704,7139
420980,6,2,3,5,9,0,0,32,0,0,0,0,2017,201704,3140
420757,0,2,0,2,0,0,0,2,0,0,0,0,2017,201704,2917
420253,0,0,0,78,0,0,0,542,0,0,0,73,2017,201704,2919
421400,12,71,9,275,28,9,7,291,0,1,14,1,2017,201704,16996
421507,4,1,4,12,6,4,0,27,0,0,0,0,2017,201704,4670
